,corpus,arch,seed,validation_loss,validation_ppl,test_loss,test_ppl,blimp_benchmark,blimp_acc,filter_target,z_validation_ppl,z_validation_loss,z_test_ppl,z_test_loss,full_same_seed_acc,blimp_delta_same_seed,full_all_seed_avg_acc,blimp_delta_all_seed_avg,field,linguistics_term,corpus_tokens
2140,npi-sim-ques,transformer,0,3.84320259,46.67471535,3.84647727,46.8278106,determiner_noun_agreement_with_adj_2,0.811,False,-1.0680941338477181,-1.0738872794146503,-1.0708565662593799,-1.0768254099117671,0.836,-0.025,0.8438,-0.0328,morphology,determiner_noun_agreement,66430070
2141,npi-sim-ques,transformer,1,3.84029841,46.53936038,3.8437686,46.70114099,determiner_noun_agreement_with_adj_2,0.828,False,-1.1092562081800643,-1.1181851342199753,-1.1094256830337839,-1.1183232266470586,0.852,-0.024,0.8438,-0.0158,morphology,determiner_noun_agreement,66430070
2142,npi-sim-ques,transformer,2,3.84097028,46.57063898,3.84406209,46.71484947,determiner_noun_agreement_with_adj_2,0.84,False,-1.0997442408085543,-1.1079370092042888,-1.1052516434522337,-1.1138268523254788,0.838,0.002,0.8438,-0.0038,morphology,determiner_noun_agreement,66430070
2143,npi-sim-ques,transformer,3,3.84204388,46.62066402,3.84589362,46.80048759,determiner_noun_agreement_with_adj_2,0.817,False,-1.0845313940622647,-1.0915612415456095,-1.0791760389673013,-1.085767141734968,0.851,-0.034,0.8438,-0.0268,morphology,determiner_noun_agreement,66430070
2144,npi-sim-ques,transformer,4,3.84231472,46.63329263,3.84529781,46.77261179,determiner_noun_agreement_with_adj_2,0.821,False,-1.0806909751730713,-1.0874300819771658,-1.0876638284645619,-1.0948951692130515,0.842,-0.021,0.8438,-0.0228,morphology,determiner_noun_agreement,66430070
2145,npi-sim-ques,lstm,0,3.97062016,53.01739967,3.9738605,53.18947308,determiner_noun_agreement_with_adj_2,0.81,False,0.8607455936217878,0.8696303453561386,0.8661802894668237,0.8747323411949313,0.799,0.011,0.7954,0.0146,morphology,determiner_noun_agreement,66430070
2146,npi-sim-ques,lstm,1,3.9737618,53.18422325,3.97625375,53.316921,determiner_noun_agreement_with_adj_2,0.83,False,0.9114774182481608,0.9175502100238198,0.9049863907024316,0.9113978079744813,0.802,0.028,0.7954,0.0346,morphology,determiner_noun_agreement,66430070
2147,npi-sim-ques,lstm,2,3.97089434,53.03193805,3.9742105,53.20809257,determiner_noun_agreement_with_adj_2,0.818,False,0.8651667824280193,0.8738124504014589,0.8718496626028885,0.8800944694192468,0.79,0.028,0.7954,0.0226,morphology,determiner_noun_agreement,66430070
2148,npi-sim-ques,lstm,3,3.97154236,53.06631503,3.9741323,53.20393179,determiner_noun_agreement_with_adj_2,0.801,False,0.8756209815319121,0.8836967881046791,0.870582763544049,0.8788964167702727,0.796,0.005,0.7954,0.0056,morphology,determiner_noun_agreement,66430070
2149,npi-sim-ques,lstm,4,3.96966553,52.96681193,3.97243977,53.11395852,determiner_noun_agreement_with_adj_2,0.797,False,0.8453616271949506,0.855069243381462,0.8431871667848496,0.8529662371031306,0.79,0.007,0.7954,0.0016,morphology,determiner_noun_agreement,66430070
2150,superlative-quantifier,transformer,0,3.86246395,47.58244787,3.86599731,47.75087133,determiner_noun_agreement_with_adj_2,0.82,False,-0.7920484632518949,-0.780091120556381,-0.7897975412474869,-0.7777712458439133,0.836,-0.016,0.8438,-0.0238,morphology,determiner_noun_agreement,64929456
2151,superlative-quantifier,transformer,1,3.85900545,47.41816823,3.86212659,47.56639806,determiner_noun_agreement_with_adj_2,0.857,False,-0.8420066639221114,-0.8328440941476165,-0.8459670604588143,-0.8370720943022537,0.852,0.005,0.8438,0.0132,morphology,determiner_noun_agreement,64929456
2152,superlative-quantifier,transformer,2,3.86330986,47.62271533,3.8667326,47.78599464,determiner_noun_agreement_with_adj_2,0.822,False,-0.7798029418521667,-0.7671883396136091,-0.7791029867691599,-0.7665063336666074,0.838,-0.016,0.8438,-0.0218,morphology,determiner_noun_agreement,64929456
2153,superlative-quantifier,transformer,3,3.85973167,47.4526169,3.8635354,47.63345756,determiner_noun_agreement_with_adj_2,0.841,False,-0.8315306635566238,-0.8217669611473513,-0.825548384769096,-0.815488608977406,0.851,-0.01,0.8438,-0.0028,morphology,determiner_noun_agreement,64929456
2154,superlative-quantifier,transformer,4,3.86361313,47.63715999,3.86664867,47.78198445,determiner_noun_agreement_with_adj_2,0.823,False,-0.7754102537327312,-0.7625625208190429,-0.7803240332885055,-0.7677921720148007,0.842,-0.019,0.8438,-0.0208,morphology,determiner_noun_agreement,64929456
2155,superlative-quantifier,lstm,0,3.98948503,54.02705964,3.99196792,54.16136961,determiner_noun_agreement_with_adj_2,0.784,False,1.1677878746369112,1.1573787880081947,1.162109129527262,1.152144649342125,0.799,-0.015,0.7954,-0.0114,morphology,determiner_noun_agreement,64929456
2156,superlative-quantifier,lstm,1,3.98526192,53.79937861,3.98793077,53.94315326,determiner_noun_agreement_with_adj_2,0.786,False,1.0985490171282066,1.0929631134952882,1.095665316482964,1.0902940323112957,0.802,-0.016,0.7954,-0.0094,morphology,determiner_noun_agreement,64929456
2157,superlative-quantifier,lstm,2,3.98558187,53.81659489,3.98885036,53.99278115,determiner_noun_agreement_with_adj_2,0.781,False,1.1037845677480802,1.0978433546115243,1.110776311809129,1.104382488007854,0.79,-0.009,0.7954,-0.0144,morphology,determiner_noun_agreement,64929456
2158,superlative-quantifier,lstm,3,3.98929596,54.01684592,3.99188662,54.15696643,determiner_noun_agreement_with_adj_2,0.849,False,1.1646818350001724,1.1544948774351473,1.1607684230736868,1.150899103557446,0.796,0.053,0.7954,0.0536,morphology,determiner_noun_agreement,64929456
2159,superlative-quantifier,lstm,4,3.98975778,54.04179757,3.99267673,54.1997738,determiner_noun_agreement_with_adj_2,0.816,False,1.172269747523921,1.161539081067908,1.1738026658753764,1.1630038782183416,0.79,0.026,0.7954,0.0206,morphology,determiner_noun_agreement,64929456
2160,existential-there-quantifier,transformer,0,3.84332609,46.68048008,3.84654045,46.83076932,determiner_noun_agreement_with_adj_2,0.807,False,-1.0663410527102763,-1.0720035170209783,-1.0699556775838492,-1.0758574691654441,0.836,-0.029,0.8438,-0.0368,morphology,determiner_noun_agreement,66325730
2161,existential-there-quantifier,transformer,1,3.84503531,46.76033564,3.84809446,46.90360149,determiner_noun_agreement_with_adj_2,0.837,False,-1.0420566064385877,-1.045932550555281,-1.0477793049743247,-1.0520494666458244,0.852,-0.015,0.8438,-0.0068,morphology,determiner_noun_agreement,66325730
2162,existential-there-quantifier,transformer,2,3.84331036,46.67974554,3.84650183,46.82896057,determiner_noun_agreement_with_adj_2,0.839,False,-1.0665644297320451,-1.0722434488627037,-1.0705064165493028,-1.0764491417140847,0.838,0.001,0.8438,-0.0048,morphology,determiner_noun_agreement,66325730
2163,existential-there-quantifier,transformer,3,3.84469867,46.74459656,3.84805322,46.90166693,determiner_noun_agreement_with_adj_2,0.851,False,-1.0468429336852552,-1.051067366524561,-1.0483683513173834,-1.0526812785543096,0.851,0.0,0.8438,0.0072,morphology,determiner_noun_agreement,66325730
2164,existential-there-quantifier,transformer,4,3.84311175,46.67047573,3.84622836,46.81615619,determiner_noun_agreement_with_adj_2,0.811,False,-1.0693834219586822,-1.0752728743607392,-1.0744051703817634,-1.0806388023012334,0.842,-0.031,0.8438,-0.0328,morphology,determiner_noun_agreement,66325730
2165,existential-there-quantifier,lstm,0,3.97315168,53.15178475,3.97605157,53.30614253,determiner_noun_agreement_with_adj_2,0.785,False,0.9016127199054992,0.9082439662049692,0.9017044980047328,0.9083003363047893,0.799,-0.014,0.7954,-0.0104,morphology,determiner_noun_agreement,66325730
2166,existential-there-quantifier,lstm,1,3.97074175,53.02384663,3.97311258,53.14970653,determiner_noun_agreement_with_adj_2,0.791,False,0.8627061440673133,0.8714849742585411,0.8540719336373156,0.8632739327905651,0.802,-0.011,0.7954,-0.0044,morphology,determiner_noun_agreement,66325730
2167,existential-there-quantifier,lstm,2,3.97287989,53.13734021,3.97578287,53.29182121,determiner_noun_agreement_with_adj_2,0.794,False,0.8972200682786212,0.904098316156581,0.8973438572524354,0.9041837538651529,0.79,0.004,0.7954,-0.0014,morphology,determiner_noun_agreement,66325730
2168,existential-there-quantifier,lstm,3,3.9718616,53.08325876,3.97458696,53.22812721,determiner_noun_agreement_with_adj_2,0.824,False,0.8807736484323389,0.8885661994937987,0.8779499290337482,0.8858619745373199,0.796,0.028,0.7954,0.0286,morphology,determiner_noun_agreement,66325730
2169,existential-there-quantifier,lstm,4,3.96980596,52.9742505,3.9729557,53.14136908,determiner_noun_agreement_with_adj_2,0.779,False,0.8476237308418745,0.8572112413810056,0.8515332972378589,0.8608704737167633,0.79,-0.011,0.7954,-0.0164,morphology,determiner_noun_agreement,66325730
2170,binding-c-command,transformer,0,3.84278798,46.65536757,3.84683895,46.8447504,determiner_noun_agreement_with_adj_2,0.819,False,-1.0739778835063065,-1.0802113824595145,-1.0656986351318176,-1.071284339808422,0.836,-0.017,0.8438,-0.0248,morphology,determiner_noun_agreement,66439549
2171,binding-c-command,transformer,1,3.84187794,46.61292846,3.84533119,46.77417302,determiner_noun_agreement_with_adj_2,0.844,False,-1.0868838137460217,-1.0940923470646875,-1.087188455861917,-1.0943837753841141,0.852,-0.008,0.8438,0.0002,morphology,determiner_noun_agreement,66439549
2172,binding-c-command,transformer,2,3.84238458,46.63655039,3.84571671,46.79220901,determiner_noun_agreement_with_adj_2,0.844,False,-1.0797002752432734,-1.0863644978409557,-1.0816967502787702,-1.0884774677468632,0.838,0.006,0.8438,0.0002,morphology,determiner_noun_agreement,66439549
2173,binding-c-command,transformer,3,3.84252954,46.64331124,3.8457818,46.79525473,determiner_noun_agreement_with_adj_2,0.839,False,-1.0776442693925086,-1.0841534031317492,-1.0807693713254265,-1.0874802651008026,0.851,-0.012,0.8438,-0.0048,morphology,determiner_noun_agreement,66439549
2174,binding-c-command,transformer,4,3.84286523,46.65897172,3.84642005,46.82513117,determiner_noun_agreement_with_adj_2,0.795,False,-1.0728818447704946,-1.0790330776424206,-1.0716724150534107,-1.0777020412746103,0.842,-0.047,0.8438,-0.0488,morphology,determiner_noun_agreement,66439549
2175,binding-c-command,lstm,0,3.96994185,52.98145012,3.97339368,53.16464877,determiner_noun_agreement_with_adj_2,0.818,False,0.8498131686852333,0.8592839901395196,0.8586216358068497,0.8675804877730079,0.799,0.019,0.7954,0.0226,morphology,determiner_noun_agreement,66439549
2176,binding-c-command,lstm,1,3.97319436,53.15405316,3.97594976,53.30071599,determiner_noun_agreement_with_adj_2,0.81,False,0.9023025539103844,0.9088949700832031,0.900052192807448,0.90674056980617,0.802,0.008,0.7954,0.0146,morphology,determiner_noun_agreement,66439549
2177,binding-c-command,lstm,2,3.97028255,52.99950398,3.97320747,53.15475017,determiner_noun_agreement_with_adj_2,0.768,False,0.8553034312689112,0.8644807338441667,0.8556076511636262,0.8647276823540112,0.79,-0.022,0.7954,-0.0274,morphology,determiner_noun_agreement,66439549
2178,binding-c-command,lstm,3,3.97456884,53.22716274,3.97757053,53.38717421,determiner_noun_agreement_with_adj_2,0.816,False,0.9245355163672974,0.9298601015395233,0.9263775062215099,0.9315713599836577,0.796,0.02,0.7954,0.0206,morphology,determiner_noun_agreement,66439549
2179,binding-c-command,lstm,4,3.96868968,52.91514962,3.971457,53.06178581,determiner_noun_agreement_with_adj_2,0.823,False,0.8296508790458388,0.8401844698440925,0.8273013095186367,0.8379098406602492,0.79,0.033,0.7954,0.0276,morphology,determiner_noun_agreement,66439549
2180,binding-case,transformer,0,3.84406281,46.71488288,3.84705782,46.85500435,determiner_noun_agreement_with_adj_2,0.848,False,-1.0558790016245967,-1.0607662260844068,-1.0625764514055958,-1.0679311712242647,0.836,0.012,0.8438,0.0042,morphology,determiner_noun_agreement,66135617
2181,binding-case,transformer,1,3.84451365,46.73594901,3.84800124,46.89922926,determiner_noun_agreement_with_adj_2,0.852,False,-1.0494726937590273,-1.053889501893608,-1.0491105875876887,-1.0534776311974563,0.852,0.0,0.8438,0.0082,morphology,determiner_noun_agreement,66135617
2182,binding-case,transformer,2,3.84574723,46.79363701,3.84868026,46.93108541,determiner_noun_agreement_with_adj_2,0.845,False,-1.0319295053257966,-1.0350735374111204,-1.0394108374318853,-1.0430747960349562,0.838,0.007,0.8438,0.0012,morphology,determiner_noun_agreement,66135617
2183,binding-case,transformer,3,3.84670067,46.83827302,3.85039902,47.01181802,determiner_noun_agreement_with_adj_2,0.854,False,-1.0183554876039536,-1.0205305866692298,-1.0148288918287345,-1.0167427631583241,0.851,0.003,0.8438,0.0102,morphology,determiner_noun_agreement,66135617
2184,binding-case,transformer,4,3.84355736,46.69127693,3.84701228,46.85287072,determiner_noun_agreement_with_adj_2,0.836,False,-1.0630576805352085,-1.0684759240753527,-1.0632261117670943,-1.0686288607080783,0.842,-0.006,0.8438,-0.0078,morphology,determiner_noun_agreement,66135617
2185,binding-case,lstm,0,3.97419047,53.20702697,3.97693992,53.35351795,determiner_noun_agreement_with_adj_2,0.794,False,0.9184121352939696,0.9240887721719607,0.9161296478588787,0.9219101837564153,0.799,-0.005,0.7954,-0.0014,morphology,determiner_noun_agreement,66135617
2186,binding-case,lstm,1,3.97548389,53.27589057,3.97813296,53.41720917,determiner_noun_agreement_with_adj_2,0.785,False,0.9393538755344124,0.9438174843600148,0.9355227296066189,0.940187993632804,0.802,-0.017,0.7954,-0.0104,morphology,determiner_noun_agreement,66135617
2187,binding-case,lstm,2,3.97323513,53.15622027,3.97596645,53.30160555,determiner_noun_agreement_with_adj_2,0.827,False,0.902961582115307,0.9095168404701675,0.9003230513307965,0.9069962667206353,0.79,0.037,0.7954,0.0316,morphology,determiner_noun_agreement,66135617
2188,binding-case,lstm,3,3.97484875,53.24206329,3.97753882,53.38548135,determiner_noun_agreement_with_adj_2,0.777,False,0.9290668427507529,0.9341296070586593,0.9258620541330204,0.9310855511665346,0.796,-0.019,0.7954,-0.0184,morphology,determiner_noun_agreement,66135617
2189,binding-case,lstm,4,3.97210836,53.09635937,3.97563338,53.2838553,determiner_noun_agreement_with_adj_2,0.751,False,0.884757604711293,0.892330063528315,0.894918349563539,0.9018935122987151,0.79,-0.039,0.7954,-0.0444,morphology,determiner_noun_agreement,66135617
2190,binding-domain,transformer,0,3.84327769,46.67822084,3.8468883,46.84706237,determiner_noun_agreement_with_adj_2,0.85,False,-1.0670280980756193,-1.072741768841661,-1.0649946727456623,-1.070528279728796,0.836,0.014,0.8438,0.0062,morphology,determiner_noun_agreement,66336878
2191,binding-domain,transformer,1,3.84313393,46.67151057,3.84696674,46.85073718,determiner_noun_agreement_with_adj_2,0.837,False,-1.069068722313725,-1.0749345597867144,-1.063875744724855,-1.0693265501918918,0.852,-0.015,0.8438,-0.0068,morphology,determiner_noun_agreement,66336878
2192,binding-domain,transformer,2,3.84422493,46.72245713,3.84739423,46.87076943,determiner_noun_agreement_with_adj_2,0.844,False,-1.0535756370602076,-1.058293387547868,-1.0577762060154199,-1.0627772467787162,0.838,0.006,0.8438,0.0002,morphology,determiner_noun_agreement,66336878
2193,binding-domain,transformer,3,3.84363675,46.69498406,3.84715796,46.85969645,determiner_noun_agreement_with_adj_2,0.819,False,-1.0619303251036367,-1.0672649775455285,-1.061147772870806,-1.0663969897374528,0.851,-0.032,0.8438,-0.0248,morphology,determiner_noun_agreement,66336878
2194,binding-domain,transformer,4,3.84073877,46.55985892,3.84413385,46.71820203,determiner_noun_agreement_with_adj_2,0.839,False,-1.1030225070667266,-1.1114682629027421,-1.1042308360294169,-1.1127274628358312,0.842,-0.003,0.8438,-0.0048,morphology,determiner_noun_agreement,66336878
2195,binding-domain,lstm,0,3.97353053,53.17192497,3.97635818,53.32248903,determiner_noun_agreement_with_adj_2,0.793,False,0.9077374542444737,0.9140226170781942,0.9066817776170463,0.9129977138329521,0.799,-0.006,0.7954,-0.0024,morphology,determiner_noun_agreement,66336878
2196,binding-domain,lstm,1,3.97034574,53.00285264,3.97325659,53.15736089,determiner_noun_agreement_with_adj_2,0.827,False,0.8563217743104247,0.8654445795579836,0.8564025787279036,0.8654802187493764,0.802,0.025,0.7954,0.0316,morphology,determiner_noun_agreement,66336878
2197,binding-domain,lstm,2,3.97314167,53.15125252,3.97550917,53.277237,determiner_noun_agreement_with_adj_2,0.791,False,0.9014508662933134,0.9080912823056925,0.892903170188249,0.8999905695937366,0.79,0.001,0.7954,-0.0044,morphology,determiner_noun_agreement,66336878
2198,binding-domain,lstm,3,3.96994424,52.98157643,3.97353125,53.171963,determiner_noun_agreement_with_adj_2,0.795,False,0.8498515801422257,0.859320445136445,0.8608487160906272,0.8696881105724927,0.796,-0.001,0.7954,-0.0004,morphology,determiner_noun_agreement,66336878
2199,binding-domain,lstm,4,3.9692359,52.94406067,3.97221136,53.10182841,determiner_noun_agreement_with_adj_2,0.825,False,0.8384428634785203,0.8485160382220026,0.8394937186951608,0.8494669122239488,0.79,0.035,0.7954,0.0296,morphology,determiner_noun_agreement,66336878
2200,binding-reconstruction,transformer,0,3.84350181,46.68868323,3.84695554,46.85021219,determiner_noun_agreement_with_adj_2,0.854,False,-1.0638464367382188,-1.0693232358240912,-1.0640355968047301,-1.0694981382950681,0.836,0.018,0.8438,0.0102,morphology,determiner_noun_agreement,66432796
2201,binding-reconstruction,transformer,1,3.84154677,46.59749451,3.84515643,46.76599944,determiner_noun_agreement_with_adj_2,0.821,False,-1.0915773495440926,-1.0991437283757204,-1.0896771961484375,-1.0970611626083486,0.852,-0.031,0.8438,-0.0228,morphology,determiner_noun_agreement,66432796
2202,binding-reconstruction,transformer,2,3.84239364,46.63697291,3.8456161,46.78750136,determiner_noun_agreement_with_adj_2,0.824,False,-1.0795717849510666,-1.0862263044216303,-1.0831301635701116,-1.090018849805859,0.838,-0.014,0.8438,-0.0198,morphology,determiner_noun_agreement,66432796
2203,binding-reconstruction,transformer,3,3.84192967,46.61534012,3.84509206,46.76298907,determiner_noun_agreement_with_adj_2,0.852,False,-1.0861504167515534,-1.0933033022984953,-1.090593811523381,-1.0980473345906323,0.851,0.001,0.8438,0.0082,morphology,determiner_noun_agreement,66432796
2204,binding-reconstruction,transformer,4,3.84438682,46.73002146,3.84807587,46.90272925,determiner_noun_agreement_with_adj_2,0.835,False,-1.0512752892138415,-1.0558240572327968,-1.0480448898009875,-1.0523342722563644,0.842,-0.007,0.8438,-0.0088,morphology,determiner_noun_agreement,66432796
2205,binding-reconstruction,lstm,0,3.9712925,53.0530574,3.97455478,53.22641401,determiner_noun_agreement_with_adj_2,0.786,False,0.8715892747424927,0.879885639346114,0.8774282837009979,0.8853689651480127,0.799,-0.013,0.7954,-0.0094,morphology,determiner_noun_agreement,66432796
2206,binding-reconstruction,lstm,1,3.97296023,53.14160981,3.97566462,53.28551953,determiner_noun_agreement_with_adj_2,0.788,False,0.8985184734466725,0.9053237531663566,0.8954250842192277,0.9023721205436475,0.802,-0.014,0.7954,-0.0074,morphology,determiner_noun_agreement,66432796
2207,binding-reconstruction,lstm,2,3.96841717,52.90073155,3.97167611,53.07341327,determiner_noun_agreement_with_adj_2,0.78,False,0.8252662770687642,0.836027837537207,0.8308417077446176,0.8412666861323366,0.79,-0.01,0.7954,-0.0154,morphology,determiner_noun_agreement,66432796
2208,binding-reconstruction,lstm,3,3.97194791,53.08784044,3.97509217,53.25502533,determiner_noun_agreement_with_adj_2,0.805,False,0.88216695857623,0.8898826977302178,0.8861400287055807,0.8936019768236231,0.796,0.009,0.7954,0.0096,morphology,determiner_noun_agreement,66432796
2209,binding-reconstruction,lstm,4,3.97108459,53.04202876,3.9735446,53.17267293,determiner_noun_agreement_with_adj_2,0.805,False,0.8682354141530763,0.8767143596759186,0.8610648798024412,0.8698926374633297,0.79,0.015,0.7954,0.0096,morphology,determiner_noun_agreement,66432796
2210,det-adj-noun,transformer,0,3.84315848,46.6726567,3.84691834,46.84846971,determiner_noun_agreement_with_adj_2,0.793,True,-1.06872017886346,-1.0745600952784982,-1.0645661574861514,-1.0700680559234803,0.836,-0.043,0.8438,-0.0508,morphology,determiner_noun_agreement,66292740
2211,det-adj-noun,transformer,1,3.84504771,46.76091537,3.8482132,46.9091708,determiner_noun_agreement_with_adj_2,0.783,True,-1.0418803078560337,-1.045743411659079,-1.0460835283176917,-1.0502303263448096,0.852,-0.069,0.8438,-0.0608,morphology,determiner_noun_agreement,66292740
2212,det-adj-noun,transformer,2,3.84438348,46.72986549,3.84788227,46.89364995,determiner_noun_agreement_with_adj_2,0.819,True,-1.051322720414437,-1.0558750027096802,-1.0508094091038414,-1.0553002951827317,0.838,-0.019,0.8438,-0.0248,morphology,determiner_noun_agreement,66292740
2213,det-adj-noun,transformer,3,3.84443355,46.73220521,3.84771514,46.8858132,determiner_noun_agreement_with_adj_2,0.771,True,-1.0506112007077233,-1.0551112781505558,-1.0531955893871914,-1.0578607880116722,0.851,-0.08,0.8438,-0.0728,morphology,determiner_noun_agreement,66292740
2214,det-adj-noun,transformer,4,3.8445518,46.73773188,3.84856367,46.92561419,determiner_noun_agreement_with_adj_2,0.762,True,-1.0489305147207189,-1.053307594725037,-1.0410767470615008,-1.04486099754831,0.842,-0.08,0.8438,-0.0818,morphology,determiner_noun_agreement,66292740
2215,det-adj-noun,lstm,0,3.97424197,53.20976712,3.97675872,53.34385127,determiner_noun_agreement_with_adj_2,0.728,True,0.9192454276214093,0.9248743087166922,0.9131862795976154,0.9191341333728543,0.799,-0.071,0.7954,-0.0674,morphology,determiner_noun_agreement,66292740
2216,det-adj-noun,lstm,1,3.97271514,53.1285867,3.97562337,53.28332174,determiner_noun_agreement_with_adj_2,0.699,True,0.8945580852772667,0.901585361870282,0.8947558880390566,0.9017401554314997,0.802,-0.103,0.7954,-0.0964,morphology,determiner_noun_agreement,66292740
2217,det-adj-noun,lstm,2,3.97281289,53.13378036,3.97570491,53.28766659,determiner_noun_agreement_with_adj_2,0.775,True,0.8961375013783309,0.9030763559915919,0.8960788338270587,0.9029893781041021,0.79,-0.015,0.7954,-0.0204,morphology,determiner_noun_agreement,66292740
2218,det-adj-noun,lstm,3,3.97294974,53.14105234,3.97673535,53.34260491,determiner_noun_agreement_with_adj_2,0.771,True,0.8983489442333903,0.9051637477614174,0.9128067804866363,0.9187760964111324,0.796,-0.025,0.7954,-0.0244,morphology,determiner_noun_agreement,66292740
2219,det-adj-noun,lstm,4,3.97260714,53.12284893,3.97575712,53.29044901,determiner_noun_agreement_with_adj_2,0.746,True,0.8928132028009029,0.8999380230968677,0.8969260416292738,0.9037892544315028,0.79,-0.044,0.7954,-0.0494,morphology,determiner_noun_agreement,66292740
2220,det-noun,transformer,0,3.84354448,46.69067581,3.84735465,46.86891444,determiner_noun_agreement_with_adj_2,0.828,False,-1.0632404839159977,-1.0686723844772241,-1.058341024411289,-1.06338362687905,0.836,-0.008,0.8438,-0.0158,morphology,determiner_noun_agreement,66406785
2221,det-noun,transformer,1,3.84246516,46.64030877,3.84627295,46.8182435,determiner_noun_agreement_with_adj_2,0.827,False,-1.0785573344489365,-1.0851354000783453,-1.0737696138095565,-1.0799556671654573,0.852,-0.025,0.8438,-0.0168,morphology,determiner_noun_agreement,66406785
2222,det-noun,transformer,2,3.84290981,46.66105202,3.84587336,46.79953916,determiner_noun_agreement_with_adj_2,0.814,False,-1.0722492158893113,-1.0783530928042842,-1.0794648225786379,-1.086077532357322,0.838,-0.024,0.8438,-0.0298,morphology,determiner_noun_agreement,66406785
2223,det-noun,transformer,3,3.84243846,46.63906335,3.84591126,46.8013133,determiner_noun_agreement_with_adj_2,0.834,False,-1.0789360724488404,-1.0855426588306658,-1.078924621871981,-1.0854968904724651,0.851,-0.017,0.8438,-0.0098,morphology,determiner_noun_agreement,66406785
2224,det-noun,transformer,4,3.84267473,46.6500842,3.84662986,46.83495651,determiner_noun_agreement_with_adj_2,0.856,False,-1.0755845808345637,-1.081938800201082,-1.0686807370510216,-1.0744876752096244,0.842,0.014,0.8438,0.0122,morphology,determiner_noun_agreement,66406785
2225,det-noun,lstm,0,3.97062683,53.0177536,3.97333503,53.1615307,determiner_noun_agreement_with_adj_2,0.756,False,0.8608532253767819,0.8697320837785318,0.857672227294889,0.8666819482862739,0.799,-0.043,0.7954,-0.0394,morphology,determiner_noun_agreement,66406785
2226,det-noun,lstm,1,3.97165108,53.07208465,3.97474384,53.23647827,determiner_noun_agreement_with_adj_2,0.815,False,0.8773755497410403,0.885355109136584,0.880492709487009,0.8882654336111215,0.802,0.013,0.7954,0.0196,morphology,determiner_noun_agreement,66406785
2227,det-noun,lstm,2,3.96962619,52.9647283,3.97248602,53.11641526,determiner_noun_agreement_with_adj_2,0.819,False,0.8447279856453188,0.8544691849801115,0.8439352096022573,0.8536748040470583,0.79,0.029,0.7954,0.0236,morphology,determiner_noun_agreement,66406785
2228,det-noun,lstm,3,3.96741343,52.84765949,3.97080183,53.02703248,determiner_noun_agreement_with_adj_2,0.738,False,0.8091268174043653,0.8207176540147378,0.8167194087527826,0.8278723962353243,0.796,-0.058,0.7954,-0.0574,morphology,determiner_noun_agreement,66406785
2229,det-noun,lstm,4,3.9719305,53.08691648,3.97511506,53.25624426,determiner_noun_agreement_with_adj_2,0.789,False,0.8818859780536811,0.8896171406186905,0.8865111757668991,0.8939526600094915,0.79,-0.001,0.7954,-0.0064,morphology,determiner_noun_agreement,66406785
2230,passive,transformer,0,3.84952688,46.97083523,3.85311007,47.13944269,determiner_noun_agreement_with_adj_2,0.833,False,-0.9780427045441231,-0.9774220189394959,-0.9759689727011324,-0.9752084839510977,0.836,-0.003,0.8438,-0.0108,morphology,determiner_noun_agreement,66155000
2231,passive,transformer,1,3.84967685,46.97787976,3.85301256,47.1348462,determiner_noun_agreement_with_adj_2,0.851,False,-0.9759004302892768,-0.975134506014971,-0.9773685393340648,-0.9767023728743954,0.852,-0.001,0.8438,0.0072,morphology,determiner_noun_agreement,66155000
2232,passive,transformer,2,3.84829164,46.91285049,3.85148168,47.06274334,determiner_noun_agreement_with_adj_2,0.841,False,-0.9956761329880275,-0.9962633036290582,-0.9993228472940288,-1.0001560153202167,0.838,0.003,0.8438,-0.0028,morphology,determiner_noun_agreement,66155000
2233,passive,transformer,3,3.84750128,46.87578721,3.85078526,47.02997928,determiner_noun_agreement_with_adj_2,0.826,False,-1.0069472483845323,-1.0083187728230918,-1.0092990432903968,-1.0108254248572963,0.851,-0.025,0.8438,-0.0178,morphology,determiner_noun_agreement,66155000
2234,passive,transformer,4,3.84796643,46.89759677,3.85166645,47.07144013,determiner_noun_agreement_with_adj_2,0.829,False,-1.0003148600069516,-1.0012237762448144,-0.9966747969126268,-0.9973252712287668,0.842,-0.013,0.8438,-0.0148,morphology,determiner_noun_agreement,66155000
2235,passive,lstm,0,3.97510815,53.25587604,3.9777658,53.39759986,determiner_noun_agreement_with_adj_2,0.827,False,0.9332673641075534,0.9380862707422124,0.9295519701856695,0.9345629679218324,0.799,0.028,0.7954,0.0316,morphology,determiner_noun_agreement,66155000
2236,passive,lstm,1,3.97520447,53.26100595,3.97809958,53.41542621,determiner_noun_agreement_with_adj_2,0.804,False,0.9348273935378602,0.9395554528779083,0.934979843333865,0.9396765998038668,0.802,0.002,0.7954,0.0086,morphology,determiner_noun_agreement,66155000
2237,passive,lstm,2,3.97419715,53.20738217,3.97730589,53.37304745,determiner_noun_agreement_with_adj_2,0.824,False,0.9185201532618573,0.9241906631257277,0.9220761062560104,0.9275169782314194,0.79,0.034,0.7954,0.0286,morphology,determiner_noun_agreement,66155000
2238,passive,lstm,3,3.97578573,53.29197368,3.97818565,53.42002383,determiner_noun_agreement_with_adj_2,0.807,False,0.9442448239001441,0.9484214911689739,0.9363797540359211,0.9409952237360582,0.796,0.011,0.7954,0.0116,morphology,determiner_noun_agreement,66155000
